channel_id,channel_name,n_videos
UCxHcczukcG21up2MBe8yP_Q,강하나 스트레칭_stretching,10
UCxKLvDDM3gXxAvI5J8SGBsA,또이어트,10
UCxOhohy2cZHuJ67leDWZMPw,박쌤의 개발새발,10
UCxRSQfYmcVEI5jP3sOwnlpw,정희원의 저속노화,10
UCxa00N4-xMuNZqPbTfnwYww,크고싶은다람쥐,10
UCxkwgIYCm3vLlYITOzdByZg,우수한 영양학,10
UCxwcZvx0ydoH1Xr-Vk3QNjQ,닥터장 채널,10
UCy85dXvlDH-9H9puNRRGuxA,유사나헬스사이언스코리아,10
UCyBpgOlxyqZtb9Rxe6fAjJw,김훈하의 열방상담소,10
UCyN0Jud0f0xrrIwNsVYDU-g,조은날하루 Joeunday,10
UCyO1bz7I5ftf8V0FtSfKrqA,너너블리,10
UCyR65hQEudqUWENG5yNgTGw,볼매의사@닥터 히포크라타,10
UCySY2OPx0a6dwa-VgF26Hog,건강채널 민트TV,10
UCyUyT0W276JnExRciVw764A,수산나Dance & Fitness,10
UCyWSTXEurIIRwpNV9_iqovA,샘 saem,2
UCyXuz3cs51oRt5i56MUQ7ow,SNPE TV,10
UCyb1ZjcHhqZm4_XDMAFB4Hw,백세건강채널,10
UCyd3PoCl_I6nhjT_ebosXuw,ミドリの間違い探し,10
UCydZ0hPnUI0n9tCFa3kJXnw,암정복TV,10
UCym5PVQyD12kIRART5VI-Cg,알기쉬운 이비인후과 (Easy ENT),10
UCyqvSbrRyaRq1TuRlwVXrzw,힘찬병원,10
UCzDs6GlAZsYlGbd_OUBdjmA,건강지식TV,10
UCzF54hfpyHnOppq386t9njw,다까는 안까 [강남브랜드안과],10
UCzSHnaKi1jVYmCeqmkTYkUQ,만두형 정지현  JUNG JI HYUN,10
UCzU1v5rL8paTs1herRUgOTg,한국보훈복지의료공단,10
UCzg1Ive5NEVKeTEfiopLSUA,이화여자대학교 의료원,10
UCzgS8oh8QTjVwMbIPg4DKsQ,시니어빵빵,10
UCziD567hCcs0adzB1uaeGUw,응꼬형,10
UCzoL9iedyHYxsE8mcliAH4g,디지털 정원장,10
UCzp_EKglYlon4-hOCF6tdfw,분당서울대학교병원,10
UCzqCV-5wGCu9jyJj1qJ_CHw,건기남TV,10
UCzr7QSvnOZ4yPG9GK-8_tUQ,암알지TV방송,10
UCzslvCCAlV_rhP_3CjAV3mQ,맥스 리포트,10
