channel_name,channel_id,target_age
창발검사 [기생충검사],UCapWuAFvGYLUpQ5yD4ogpnA,medium
박성준풍수연구소,UC0klmuY3t26aZDJ2nMUIMQA,medium
대한뇌졸중학회 Korean Stroke Society ,UC2b86qNxANE_0lQ71WIS06w,small
라이브치과병원-LIVE dental hospital,UCQfnv5_Rrq7NPXMsuxu3Bpg,small
황상민의 심리상담소 : 황심소,UC7uH82-KbrcVDESEcOdR-Lg,small
울산대학교병원tv,UC8ROuDBSY2ZU5Vn-67dvLyA,small
라일락향기,UCAlsJY36tW83R5whyqXHZRQ,small
꽃차교실,UCBZFAkHXGvOH5QFsWNAUpTw,small
대웅제약,UCYYPkaH7fNysLdBjJa19v0Q,medium
근막의 신 수키원장,UC9jP3qBjMc6Vfpxrt2BEd7g,medium
서효원목사 말씀치유기도,UCCgMy7YlE8GOgb4OgFLHZzg,medium
김둥 Kdoong,UCgg7EhQMvdAOnsDWtYShk8A,small
Pyeongkang,UCQIQp2EH6nOI8tjdOSmGujA,small
엘빅쭈,UCY1He4bONsPMrk42HkFaK7A,small
통증 해방일지,UC4fXvuz0piEYPKRQJzLJDJA,small
연세사랑병원,UCWoQqwKkrSm0ximdovQ0BGw,medium
Michael Sealey,UC9GoqHypa-SDrGPMyeBkjKw,large
아이엠TV_마음공부,UCa8wnCd7PgB5ohcxwnl5zXw,small
이어드림,UCkjUtRF0YCo6JC9hpNn6XrA,small
불량청춘,UCtdOoRIMA4IXGc27INBiZiQ,medium
디앤디댄스 & 홈핏 ,UCVoM4YN4pwYiQjv_OpMFEAg,small
유사나헬스사이언스코리아,UCy85dXvlDH-9H9puNRRGuxA,small
엔젤요가 hm yoga,UCGinIE64fsCIHQAV7qJGG0A,small
지혜를 구하다 : CBS 지식교양 채널,UCiUGplFMBmDuA1f9RNpoNwA,medium
닥터U와 함께,UCDxgrjdpI7TWVf1G8uJOztQ,large
율무차,UCHP7gG3B9QE9DSEoBRXmDyQ,small
YURA LIFE,UCFnx5pb5KhDBfPwJiTq5M-w,small
세계적으로 유명한 운동 정보,UCo_-ny9SP5Pbz8KM1KKchbA,large
몸수리 (구 운동한입) ,UCJX6qbVj0RvvrjlumQBHGtQ,medium
홍시약사 ,UCnLco7OATOdpjUNteNYtsfw,small
Music Therapist,UCQ1BvUkWenb7uSnLuM5wxgA,small
호감코드,UC0bvOTfZywOvh_1jCUB62Pw,small
최현규프로[Think 골프],UCRX6YLuWkLKbXfoWmZ3OF-Q,small
백세건강 상담실,UCtf7gOSRMLSTa_RwgZ-F67A,small
유웰의 쾌뇨드림,UCakdT6MrZrDTXrbgnpZtV_A,small
해통소 | 통증 해결해주는 연구소,UCoce22wGdMFOxvStdEruWyA,medium
신바람건강정보,UCPjQRj2W1zYyrNYJQQwj4HA,medium
Dr.전미경의 닥전TV,UCiYigCQLXMaTQ6GTatBAYPg,small
실버담소,UCbSh5s-riJpRuVyOI2uYTMA,small
닥터포유,UCKnp3hst7gwx47lyR3jqi6w,small
김예현_YEPI ,UCFtY0rnLZD6Ihy9YW2N4RfA,small
