channel_name,channel_id,subscribers,avg_daily_views
옥이네다육이,UCF89PBPRAyqDtps-IvAV6cg,23600,1794
이재영 박사,UCkfkyYKAQ_NoZWVuBM7eh4g,16900,555
다시 청춘,UCWupWRVfGxqARiSDqZkMhog,124000,12819
백세시니어,UCRIEZCglywEHWUgti3zcnzA,35700,1009
"음경확대, 조루증 중점 비뇨기과 닥터코넬",UCcFfwiQzKWfSXPRm2uwTmmQ,212000,13935
탱크약사,UCnHz9L-dDd_snUdOoHnq_4Q,89300,7121
MSK MRI Jee Eun Lee,UC4bw7o0l2rhxn1GJZGDmT9w,13600,1131
지방흡입멘토,UC_-fuPCHE0FqKYxyzhiD39Q,17500,23181
스타씨드-starseed,UCm_iwtc0e3VbiTFRdsrzzPA,18700,452
안까의사 [강남이오스안과],UCLH1kOXC0wBah9o6NeOroYw,141000,15010
포디랩 구원장,UC8kg8qjjXCe2r27AduZzE4A,37500,5049
와꾸짱쭈늬시즌2,UC8ioxxWdxfUq8cUKjozBkgg,20300,12136
씩씩TV SickSeekTV,UC8TdJIAyDUcuYr2AJ7UzCNg,15500,4271
JTBC Life,UCe-gh0jfKlR_EvsNyzYphww,478000,655492
이지아이 언어치료,UClZK1xZCHZl--IIB6K1nuHg,25000,3361
유방건강TV,UCaKrG62q19ueUKDo751PePg,47300,13651
닥터 조커,UCDEG9dOfuBfvUZHnV03fsTA,13600,6949
지방쿸,UCDOgMBIqlZRyyImVB5U3ZMQ,104000,105332
WITHPOP,UCmAu1qMmRgStKu1bewXOmOg,25000,488
조우네 마음약국,UCUxmgtFk6xEoMz6OVqNIgxA,19200,513
네오바이오텍 / Neobiotech,UCutJAdRH5iOCff0mhP-JFHQ,19300,880
가비쌤,UCdn9O0bDIC8lZtGkYePR5QQ,20700,27850
린다이어트 Lean Diet,UCt4P18eL_MPmTpuTFA5xHCw,140000,1614
사랑합니다,UCLYKBuBeAFt12Bzy0X-aWMw,23600,255
시니어건강학교,UCflvs-PqUNjSGvH9_QGKP3g,384000,5371
"음경확대, 조루증 중점 비뇨기과 닥터코넬",UCcFfwiQzKWfSXPRm2uwTmmQ,212000,13935
닥터 조커,UCDEG9dOfuBfvUZHnV03fsTA,13600,6949
바른세상병원,UCBdio0WCeRqN6iSzODb_KOw,126000,28517
유노튜브,UCrEe-LfBLXA1-bTGS4bWmtg,16200,4137
민이맘의다육산책,UCf35hICUHra9_xMSvI-9NCQ,13400,475
바른몸교수ㅣ목어깨 치료사,UC-cek_fEjw_l8gX9Ke0Q6Rg,112000,43565
김범수교수의 발편한세상,UCwyQf2cWzx1xm7JWZrXcnUw,153000,8885
국가암지식정보센터,UCnHq2L1NAGMpb_VE_4wiSUQ,26000,958
에일린 mind yoga,UCKmEDAD5k5KFMcY5wvGIeGQ,809000,69326
굿닥터인부산,UCvpwvsqUijWVIExvXfshWEA,134000,16415
새마을운동중앙회,UCr3zzzCBXhRjUTN5W0TqMRw,26300,3179
질병관리청 아프지마TV,UCa7-3Zvxg-5Rfxgu3RQY_gw,101000,16027
옥이네다육이,UCF89PBPRAyqDtps-IvAV6cg,23600,1794
자하연TV,UCsHHEnpc9lUZXPQZ5I8c-wA,213000,22420
백세박사의 장수라이프,UC-XDC7d8CaIZmWQ4pxIOUqA,32300,16893
씩씩TV SickSeekTV,UC8TdJIAyDUcuYr2AJ7UzCNg,15500,4271
"우리동네산부인과, 우리동산",UCpgoxljexZ23-K5dN0-6hVA,378000,65841
최일례tv,UCoJptJ2l3VYXdsE5xgz6RlQ,38800,7412
와꾸짱쭈늬시즌2,UC8ioxxWdxfUq8cUKjozBkgg,20300,12136
김소형채널H,UCuFGPhfJlIngZaC2BjLaJdQ,1740000,229994
마이리즈스토리,UC_e0wZaIe8Z5e2ZSqN77B4g,39300,3967
건강구조대,UCatDnMlI2LI2dDb15BuZbAg,678000,127072
PM11 Studio - Relaxing Music,UCP4WsWqUQAWZb7e6J9G9YxA,58800,81882
이지아이 언어치료,UClZK1xZCHZl--IIB6K1nuHg,25000,3361
엄마들을 위한 대사 다이어트 /  매일감비환 ,UC6Mf-wiyKvWup51wgGzjE4A,38400,5689
Sunny Funny Fitness,UCTAcO7MyXetuvExV7Lo_L6Q,1470000,8870
FitBurst,UC00-W8j2qHJy83ONqoaM5xQ,56700,31485
귀코목수비대,UCjD40Jy0I0VOxfE_NmJE9Qw,15400,10026
GREAT DETECTIVE COOKIE,UCKxQOhOP24zDieuNHDhPzZg,17200,38313
 시니어건강,UCgm7G6iEnUqX2IudIH2tiKQ,52000,30268
엑스플랜트 (xplant.co.kr),UCEaJHTyVOTy-EnSiPojvQJg,29100,11131
샘 saem,UCyWSTXEurIIRwpNV9_iqovA,12100,292
나는의사다,UCjegsOAf5nOCfLfMpLyNj0A,218000,46264
바른건강,UCkARt3BEOlHCNtLPVuKZgQA,460000,100295
유방건강TV,UCaKrG62q19ueUKDo751PePg,47300,13651
Resoul Relaxing Music,UCNfx3Lk4eHKHIG9na9wxoTw,29600,168
대한건강,UC5etMYZqJUG_gS9F2wSc5Aw,12600,3543
코비진스,UC3l1qgrRx8vPan82wDc3kNg,67400,723
질좋은 언니들,UCMyHgLyD-7EODGT4V7XATtw,23100,11503
Oneness Healing Sounds,UC3Yhzr4IRUyIPl0m_L1bkDw,31200,1970
루이빈치과 류지헌,UCmzK71U9c8w--ejwOTiELgg,362000,179697
쿠크닥스 : 멘탈 바사삭 클리닉,UCRU0BQP9sA2UAZYMsZdEyuA,152000,50965
시니어 튼튼생활,UC4k9vS4YntHp7mR3Qpl8CGg,64900,10334
강북연세병원,UCUjLTnftBc1ju9R6hah1lsw,96600,25622
무브나 Movena,UCTDFr-lur2d3dNBRwF0N_HA,28700,5125
1분도수 | 목 전문 도수치료사,UCWywSxMIVgYcE8lqPCwHWfg,111000,122968
정신과의사 정우열,UCXe8kMnNwdBFgW3Kb7baFcA,233000,10008
척추보안관TV,UCVfdslG41OZ7lEYjbfgIPrw,17700,814
일지의 브레인TV,UCX7JS79iJ0AjpeP_21SpD3A,287000,8332
광벽의 소소행,UCLWGXTfHBcdV-nHhaXqBRwg,34700,957
수호신당구레슨,UCkl4YH6GVz6QwT-XLXSMw-w,96800,12041
김아랑 Alang Kim,UCqLpXUYCykYLInJycJ9W3rA,128000,24259
DJ저요,UC2TkjSrLoQi8PgOTDwJzWgg,20200,586
배석철의 비타민B3 LAB,UC_UTXwnRNWyyOpW2VH81GNg,25100,5328
"당뇨, 꺼져",UCrYkMzMwPwzEipZpXSedJJg,130000,73
또이어트,UCxKLvDDM3gXxAvI5J8SGBsA,12200,451
비비 진주 bb Jinju,UCuCQDwkymJKmMAk64x1Q9mA,13700,333
뜯다,UCQxLSQdfRHevLsQstMsTa3g,149000,5603
발명 [롤토체스],UCcJliZnsRbNw4I4uWSGq_wA,44600,1764
정토종淨土宗  Pure Land Buddhism Korea,UCVgs5xVU3EoEvR6yNJoxQ_w,16500,1741
정우석,UCM5PEAoFtNy4GCL5WYAd1oA,130000,577
나디연세외과Nadiclinic,UC10AAy7YJ5Qbq5rJyH6JW_w,17400,133
Korean Heart Sutra,UCQeMqUr-7SfHTGAJo0mwE3g,16600,311
쏙닥터 류수형,UCB19vKHElP-PgrUnSjtxeDw,10100,1898
닥터라이블리 - 모어댄뷰티,UCFfa_-Gvxe2yocNTTgwThyQ,73400,10062
빛나리_성악힐링마스터,UCRYnUUK7uJYO29FVz8T4e_A,18400,1609
만두형 정지현  JUNG JI HYUN,UCzSHnaKi1jVYmCeqmkTYkUQ,25300,795
닥터광사부,UCtddk8OgBk2ijy7S4zkqoOQ,88500,6875
통증닥터백선생,UCDumz0HIZCJ9yQRf72KpN3w,23400,1535
중국탁구연구소,UCEn_SuU2BIzIzu7-x1vFv4A,36400,8389
Gabriel Dye,UC25yyLjZhqDaXarwOz-JjvA,15900,22
퍼니헤어 본점,UC6qKucW_u3H-Wm7BI3uxogg,11600,57
약사 메디슨맨 TV,UCr8tJHAIz4MOOwgdt8H0ceQ,249000,31153
닥터스토리,UCP5YHr1g0MoVPGfIR-w2p7g,10700,641
굿닥터 김태균,UCuqvo3Sona-273f0XK2qbXw,42000,19047
닥터BTS의 유선방송,UCwumnYuvftvHHQcC9A3EexA,12200,3461
지식한상 ,UCw8hsZYZcasyyLrfOFP8D-w,1380000,125827
육아한방,UCfCmwd1TAshuvZ5br2lBr1Q,10200,764
올바른TV,UC4KBmiJIUVwV4-8Ah9NlJcA,17500,3175
용인세브란스병원,UCe7f-PQyyW8t31z9dhVGYMw,23100,10733
콩튜브,UCkF8erW7v2pDtWHkUsPbmPg,37800,2697
페이보릿 퀴즈 • Favorite Quiz,UCEVNDiFkaojXxgvYRmb9CHw,15800,9607
시니어 건강습관 ,UC6Luq_KN_-1L2TvWTEWzXoQ,13800,1618
휴바스코리아 HUBAS KOREA,UCPYwLhVKQ7X0l66Q2jUp2FQ,16900,1257
백세 인생 이야기,UC4rz8qyTQb_UGmRLuEgIacg,82300,80204
체인지TV ChangeTV,UCkX_5MkrSLN03J1rRyB2BNA,29600,405
YoungsamKimDDS치과의사김영삼,UCuDuuJSFZPhzDnhXWZFuPTA,14900,425
박지영박사의 건강돋보기TV,UCrc--8Z5wbsx5w4AWhdP8xw,68400,8386
수산나Dance & Fitness,UCyUyT0W276JnExRciVw764A,13800,2927
라리약사,UCtpOLiqLwtq9NCFTNiqL1gQ,23700,876
옥황궁 장군신당,UCPxdUQxQ0mdcqrSgQSvEUwg,17400,2005
주유천하tv(번개),UClU89e_lsxVDqWcCinKF3fg,58900,1464
더스완성형외과,UCcdT51I_qiOr6wzw8F0ARAA,18000,3195
sarangkang_강사랑,UCPdxttikGBpKqnqteyCrh_w,30200,609
홍순래 박사 TV (사주.작명.꿈해몽),UCKGiDTAcG-TkT5v6gBCoEEQ,12500,418
더건강연세 재활운동센터,UCJBIx-AyBTe0lLfr9ssEe2Q,14200,10630
교보라이프플래닛,UCQuD_FVxA12mWP0V8hZjuEA,11400,104
채찍단,UCV-h8UJ12Ed-pTi4_X9mDEA,161000,14093
백투에덴TV,UCoZihnVnmw1tMsXOgw0C_Pw,137000,947
DJ저요,UC2TkjSrLoQi8PgOTDwJzWgg,20200,586
노후 예찬,UCgxx0kTeop5NUUjrHOiM0eg,16600,206
허벌라이프,UCwm1cv3sQZkKVsUWvkPZafA,111000,1661
Music Drawing,UCe_z-lf1t3vPM0FE61ILj9A,948000,69918
RELAXING - 편안해지는 음악,UCl6lvhQwAPChMxvGtkXWHgg,179000,812
오쿠ocoo,UCN-KjQV6Q1uNEjcFx8jZvHQ,10700,1725
더홈트,UCuiM9mzDJi1_R15rHepZyGg,15900,483
유안티비,UCoYIXnzEHlfoKn9DSIqug3A,116000,1112
탁트임언어치료 (탁트임언어치료),UCSu-dq88EeczcuyQCSWUVkQ,15700,570
제애정형외과 (구 금메달정형외과),UCYlDZTMBeZeKRJkDs41uHFA,103000,9728
발명 [롤토체스],UCcJliZnsRbNw4I4uWSGq_wA,44600,1764
쏙닥터 류수형,UCB19vKHElP-PgrUnSjtxeDw,10100,1898
황혼의 사랑,UCOFZMYjmT1SDAYjxS_P-y3w,10500,2815
닥터스토리,UCP5YHr1g0MoVPGfIR-w2p7g,10700,641
배석철의 비타민B3 LAB,UC_UTXwnRNWyyOpW2VH81GNg,25100,5328
"당뇨, 꺼져",UCrYkMzMwPwzEipZpXSedJJg,130000,73
지방흡입의 법칙-빼TV ,UCa_lZt0iz0hAoob_O1l3onQ,11200,241
백세지혜길잡이,UCKm4_DlQnY6U6SXVeDGDMhw,60100,47715
백세시대건강,UC1eNPF-cAKFg-qzgmCsWC3Q,23200,1575
닥터라이블리 - 모어댄뷰티,UCFfa_-Gvxe2yocNTTgwThyQ,73400,10062
을지대학교병원,UCfoxBn16vNhDeOktAuya17Q,27900,1407
치아의본질 강정호,UCKRu9cuY5GZcpTBKxF4_nfw,68100,76382
서울부민병원,UCGvEE_C5SVxXL5qW0_UhZqA,31300,4498
전대미문스튜디오,UCv6nXR8A-wSidnF6H-2wQYg,14900,13588
김수진 Sujin Kim,UCl6OVdZRMW9RftYczBBXbjA,18700,13393
다고침TV,UCjGx_2Uou9af1Zzn2l8M3LQ,161000,3370
열강,UCU57eXJqnLIIra0FxiBVQ0Q,38100,8467
고운,UCermBTTTr559dzLc0QMlTSQ,16500,22798
닥터로미의성형노트,UCO_MXYZzB5vNkdcCWUXz5Rg,38500,4602
요가선생,UCwSqWpGQhwOM2GiibDsilww,10500,220
K군 연애홀릭,UCI6XQ-Z1DWlkQqIf7RyEq4Q,48000,997
이경희 TV,UC8kd0NdrjnZ2Ka2steSnsSA,54000,645
간보는 의사언니 유정주,UClnndXUYc3AMKqIUN6BwefA,54300,9919
밀끌당구tv,UCky40rg5PLsCm7pbSWf1YTQ,41300,9974
강남 강원장,UCXLd-4PmJoGDOJxZqWp7GYw,174000,1044
백세건강TV,UCYHpIvm36CCixqH-svJDDaA,29000,6545
손제용의사생활,UC4Gs81NQVfqfnfxYXm5bJ0g,89400,3989
김아랑 Alang Kim,UCqLpXUYCykYLInJycJ9W3rA,128000,24259
365노후건강,UCQPvsX6gTWhwMu1XXZULrsA,16000,9838
건나물TV,UC6xugt5HrbJpVMUQvnTkulw,1270000,88339
티키타카 Tiki-Taka,UC_Gj-OX-QeE814ttqYbJ30A,29900,3751
부민병원,UCTXUOcXH33AxRSMInyVLriA,17500,327
써보니 GOODZ,UCBRrutwXjvivU0anquUr8Sg,15500,71
모디헤어플란트-모발이식·헤어라인교정,UCtjTk7R9heRWnVNS-KdgpxQ,19000,2608
뽀그리 bbori,UCRq4EGdUsNwepOHGoZgOUfw,16300,2498
선한목자병원 이창우 TV,UC-_CuutNtAACqG97cZMNUZg,55800,1801
콕선생님 (콕통증의학과),UC-deqx7nwzcJzRxQjUtMPiA,291000,20366
창원복지재단,UC16GoMyX3ViQYfBDGrTrAYQ,16400,742
구동명TV,UC0Bt5U9hYnJujp8SeznYcsA,10000,1443
후후비당고한의원 - 대사질환 性지식채널,UC08pbeuzAK3uRsdrma3Gx0Q,102000,5895
닥터스TV_Central Seoul Eye Center,UC-lxBJ5w49nJyQZ1XeEpfSA,18400,1136
힐링과 건강의 시간,UC3--BXTHVDUvkPIfQs0xxXA,13800,325
KBDCA 한국혈액암협회,UC20TsL1C5nhfcAx3JlgkZLQ,91600,3563
자율신경상담약사 이지향TV,UC0i_lpWj-xNPbLFqcpSaS6w,33000,1275
간현배 KanHyeonBae,UC3cSU8yLcDNZ419JNX--o4A,56200,4617
놀러와 약국,UC3WZiUWd3RRPOdBSQH0cJLw,30600,1562
이동욱의 백세건강 TV,UCpKHS8_xkkS23d23n3Wk8yw,56200,82842
운동하는코끼리,UC4e4ETQSeiKGXKhS-9zNjwQ,20100,4514
육아한방,UCfCmwd1TAshuvZ5br2lBr1Q,10200,764
올바른TV,UC4KBmiJIUVwV4-8Ah9NlJcA,17500,3175
Dr. Dylan의 건강 비결,UC3454ef0lSLjBSjmKH0bs9A,200000,35050
시니어톡톡,UCoqkowjp8Fju5pB5DXrxlEQ,136000,8413
알쓸물치,UCm3IV_RvXMOWczBbarPSQSg,654000,34428
백세지혜클리닉,UCXoYS_H6BKhRtWr9OSCuGjQ,17600,16551
시니어시니어!,UCHhtRT2BHQvgIuxpuKiSLkw,13100,11813
백년의 약속,UCMH-1eX2Gc7R1lO0iTEdgxQ,12700,405
내면의 각성,UCjWdV85QsIWEQcXiBwH42Ag,23500,142
닥터BTS의 유선방송,UCwumnYuvftvHHQcC9A3EexA,12200,3461
지식한상 ,UCw8hsZYZcasyyLrfOFP8D-w,1380000,125827
관절 알려주는 의사_뼈선생,UCgSEPdXabgtvuqTKK9k5FGA,73700,2746
맥스 리포트,UCzslvCCAlV_rhP_3CjAV3mQ,14200,329
브레인바이츠,UC54kBMge_LJ6VtljXMOFvDQ,15900,5635
시그니처 테라피,UCbhJIg7hyNxVkn430nIAQbA,126000,117
시니어 건강습관 ,UC6Luq_KN_-1L2TvWTEWzXoQ,13800,1618
Beautiful Relaxing Piano,UCvhNnJwQzJzQL_-AI3L7jgg,123000,3066
페이보릿 퀴즈 • Favorite Quiz,UCEVNDiFkaojXxgvYRmb9CHw,15800,9607
용인세브란스병원,UCe7f-PQyyW8t31z9dhVGYMw,23100,10733
콩튜브,UCkF8erW7v2pDtWHkUsPbmPg,37800,2697
예스건강티비,UCuVMBtgTvfP3E1-r7Xb7kTQ,17200,7460
입튜브,UCRgIczggxkiuMiOk1NOGF5A,63200,1065
밝음나눔안과,UCSFKRy_oaRKNVWLBuCRxS2g,26500,17941
닥터진TV,UCpEh_i7YoCmTGw0gQoPkO1A,113000,1335
건강해,UC9tzL_CdwT4wOMt5gdxmdEA,20400,21682
HIRA건강보험심사평가원,UCUAkzi_UHvcRBtePXePfsqA,40100,42378
너와 나의 은퇴학교,UCCgMUqWfLg3plThNaIemW8Q,678000,41898
지식의 맛,UCG5LBY-JUvHYotJ8ODBNsNw,399000,248993
EBS 건강,UCKdvqF-mmgiifS_pinO_bRA,438000,306815
소리탐정_쉽고 친절한 발성,UCKPQTCyNbavWRvuI61EPikA,32400,2520
제철건강,UCedl3ClIwMtTdmHeiiS1czg,245000,67949
Brain Quiz,UCvAV4gD1Ocgtp572RTwEjyw,25900,23029
의사가 말하는 습관,UCjIGsvWW_UOGJWTMzZ12qdw,32900,4505
닥터벨 DRBELL,UCdIdgmrsh3h40jvxDDbSu5Q,63400,24104
위담한방병원,UC0_vsuVa274JQur3FraxuaA,53300,8505
세브란스,UCIqNAJC8l8rCAXOZPyfyG0Q,357000,21111
보여주는 약사[ showing pharmacist ],UCtX7uYBau7hGA05yWWhW4hA,10800,514
한국 비뇨기과 의사,UCFvqCNfCGvVsuU-DpNcIXNQ,10100,13047
백세지혜길잡이,UCKm4_DlQnY6U6SXVeDGDMhw,60100,47715
백세시대건강,UC1eNPF-cAKFg-qzgmCsWC3Q,23200,1575
모디헤어플란트-모발이식·헤어라인교정,UCtjTk7R9heRWnVNS-KdgpxQ,19000,2608
써보니 GOODZ,UCBRrutwXjvivU0anquUr8Sg,15500,71
을지대학교병원,UCfoxBn16vNhDeOktAuya17Q,27900,1407
서울부민병원,UCGvEE_C5SVxXL5qW0_UhZqA,31300,4498
다고침TV,UCjGx_2Uou9af1Zzn2l8M3LQ,161000,3370
전대미문스튜디오,UCv6nXR8A-wSidnF6H-2wQYg,14900,13588
치아의본질 강정호,UCKRu9cuY5GZcpTBKxF4_nfw,68100,76382
김수진 Sujin Kim,UCl6OVdZRMW9RftYczBBXbjA,18700,13393
고운,UCermBTTTr559dzLc0QMlTSQ,16500,22798
이경희 TV,UC8kd0NdrjnZ2Ka2steSnsSA,54000,645
티키타카 Tiki-Taka,UC_Gj-OX-QeE814ttqYbJ30A,29900,3751
요가선생,UCwSqWpGQhwOM2GiibDsilww,10500,220
뽀그리 bbori,UCRq4EGdUsNwepOHGoZgOUfw,16300,2498
밀끌당구tv,UCky40rg5PLsCm7pbSWf1YTQ,41300,9974
K군 연애홀릭,UCI6XQ-Z1DWlkQqIf7RyEq4Q,48000,997
닥터로미의성형노트,UCO_MXYZzB5vNkdcCWUXz5Rg,38500,4602
열강,UCU57eXJqnLIIra0FxiBVQ0Q,38100,8467
백세건강TV,UCYHpIvm36CCixqH-svJDDaA,29000,6545
손제용의사생활,UC4Gs81NQVfqfnfxYXm5bJ0g,89400,3989
강남 강원장,UCXLd-4PmJoGDOJxZqWp7GYw,174000,1044
황혼의 사랑,UCOFZMYjmT1SDAYjxS_P-y3w,10500,2815
Yunchan Lim - 수면 음악 프로듀서,UCdbicYdErYTR-J4ZTVz6kUg,38600,46663
부민병원,UCTXUOcXH33AxRSMInyVLriA,17500,327
이동욱의 백세건강 TV,UCpKHS8_xkkS23d23n3Wk8yw,56200,82842
구동명TV,UC0Bt5U9hYnJujp8SeznYcsA,10000,1443
후후비당고한의원 - 대사질환 性지식채널,UC08pbeuzAK3uRsdrma3Gx0Q,102000,5895
닥터스TV_Central Seoul Eye Center,UC-lxBJ5w49nJyQZ1XeEpfSA,18400,1136
선한목자병원 이창우 TV,UC-_CuutNtAACqG97cZMNUZg,55800,1801
콕선생님 (콕통증의학과),UC-deqx7nwzcJzRxQjUtMPiA,291000,20366
창원복지재단,UC16GoMyX3ViQYfBDGrTrAYQ,16400,742
KBDCA 한국혈액암협회,UC20TsL1C5nhfcAx3JlgkZLQ,91600,3563
자율신경상담약사 이지향TV,UC0i_lpWj-xNPbLFqcpSaS6w,33000,1275
힐링과 건강의 시간,UC3--BXTHVDUvkPIfQs0xxXA,13800,325
백년의 약속,UCMH-1eX2Gc7R1lO0iTEdgxQ,12700,405
관절 알려주는 의사_뼈선생,UCgSEPdXabgtvuqTKK9k5FGA,73700,2746
맥스 리포트,UCzslvCCAlV_rhP_3CjAV3mQ,14200,329
브레인바이츠,UC54kBMge_LJ6VtljXMOFvDQ,15900,5635
시그니처 테라피,UCbhJIg7hyNxVkn430nIAQbA,126000,117
간현배 KanHyeonBae,UC3cSU8yLcDNZ419JNX--o4A,56200,4617
놀러와 약국,UC3WZiUWd3RRPOdBSQH0cJLw,30600,1562
건강 다다다 ㅣ 종근당건강 공식 유튜브,UCQZMRnlvOPXLKfQ0a0MdTIg,27400,468409
불교 노래 모음,UCT32yJHkouI8pecc0KJgd9A,60800,14894
서울대 보라매병원,UCUEoRTcgmZbaHY9BGw_iduA,16100,5177
진푸티 종사,UCWLFdU87k8fWTVGjTHdmhpA,72900,887
노년의 건강,UCj73QsrCce1wx6B3SnZ1-aw,82700,45768
제이수란,UCQb2SRRFEODl1bygGiMJGlg,116000,2902
Dr.살빠체 | 살빠지는 체질,UCXdiVIF47obg_2RodbrMI9Q,20700,8588
비타민신지니 VitaminJINY,UC9trbyGOOjJmMea3w6c-e2A,1300000,54338
정하윤-개구리누나,UCJBVI_x_ecMZMFk-8zkxt8Q,22500,190
지혜롭다 : 삶의 지혜와 인생사연을 담다,UCBqUpQhb5nVOI2g86TANmvA,56500,9
서진원소장의 바른수면연구소,UCuDldvhPJRC3dzBICSsfNJQ,22000,2732
디아지트,UCJjwunfIpTvVsJrWIeiprlA,11000,577
강북삼성병원,UClp4EdAwhySzqnMWjKnh0gw,64400,2384
무나홈트 Moona Workout,UCMA_DTVCzlALpD8hfGmYAlg,137000,669
창발검사 [기생충검사],UCapWuAFvGYLUpQ5yD4ogpnA,50200,529
박성준풍수연구소,UC0klmuY3t26aZDJ2nMUIMQA,119000,3458
대한뇌졸중학회 Korean Stroke Society ,UC2b86qNxANE_0lQ71WIS06w,35800,854
라이브치과병원-LIVE dental hospital,UCQfnv5_Rrq7NPXMsuxu3Bpg,38300,2867
황상민의 심리상담소 : 황심소,UC7uH82-KbrcVDESEcOdR-Lg,41000,468
울산대학교병원tv,UC8ROuDBSY2ZU5Vn-67dvLyA,10800,4526
라일락향기,UCAlsJY36tW83R5whyqXHZRQ,12600,39
꽃차교실,UCBZFAkHXGvOH5QFsWNAUpTw,13500,347
대웅제약,UCYYPkaH7fNysLdBjJa19v0Q,96400,477
근막의 신 수키원장,UC9jP3qBjMc6Vfpxrt2BEd7g,160000,1447
서효원목사 말씀치유기도,UCCgMy7YlE8GOgb4OgFLHZzg,90500,4474
김둥 Kdoong,UCgg7EhQMvdAOnsDWtYShk8A,15700,7050
Pyeongkang,UCQIQp2EH6nOI8tjdOSmGujA,13000,860
엘빅쭈,UCY1He4bONsPMrk42HkFaK7A,11400,968
통증 해방일지,UC4fXvuz0piEYPKRQJzLJDJA,20700,636
연세사랑병원,UCWoQqwKkrSm0ximdovQ0BGw,107000,3758
Michael Sealey,UC9GoqHypa-SDrGPMyeBkjKw,2050000,79020
아이엠TV_마음공부,UCa8wnCd7PgB5ohcxwnl5zXw,43800,1766
이어드림,UCkjUtRF0YCo6JC9hpNn6XrA,31700,1118
불량청춘,UCtdOoRIMA4IXGc27INBiZiQ,120000,5003
디앤디댄스 & 홈핏 ,UCVoM4YN4pwYiQjv_OpMFEAg,19700,816
유사나헬스사이언스코리아,UCy85dXvlDH-9H9puNRRGuxA,11800,619
엔젤요가 hm yoga,UCGinIE64fsCIHQAV7qJGG0A,17800,2723
지혜를 구하다 : CBS 지식교양 채널,UCiUGplFMBmDuA1f9RNpoNwA,158000,891
닥터U와 함께,UCDxgrjdpI7TWVf1G8uJOztQ,542000,3673
율무차,UCHP7gG3B9QE9DSEoBRXmDyQ,16800,694
YURA LIFE,UCFnx5pb5KhDBfPwJiTq5M-w,18200,2461
세계적으로 유명한 운동 정보,UCo_-ny9SP5Pbz8KM1KKchbA,525000,14259
몸수리 (구 운동한입) ,UCJX6qbVj0RvvrjlumQBHGtQ,95400,5041
홍시약사 ,UCnLco7OATOdpjUNteNYtsfw,34800,12972
Music Therapist,UCQ1BvUkWenb7uSnLuM5wxgA,20100,3229
호감코드,UC0bvOTfZywOvh_1jCUB62Pw,12800,1703
최현규프로[Think 골프],UCRX6YLuWkLKbXfoWmZ3OF-Q,28000,1328
백세건강 상담실,UCtf7gOSRMLSTa_RwgZ-F67A,26900,8350
유웰의 쾌뇨드림,UCakdT6MrZrDTXrbgnpZtV_A,11800,35448
해통소 | 통증 해결해주는 연구소,UCoce22wGdMFOxvStdEruWyA,69800,23144
신바람건강정보,UCPjQRj2W1zYyrNYJQQwj4HA,174000,4655
Dr.전미경의 닥전TV,UCiYigCQLXMaTQ6GTatBAYPg,27100,892
실버담소,UCbSh5s-riJpRuVyOI2uYTMA,11700,9098
닥터포유,UCKnp3hst7gwx47lyR3jqi6w,13800,3107
김예현_YEPI ,UCFtY0rnLZD6Ihy9YW2N4RfA,13600,331
